State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cluster
Arizona,2414.770722,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Single,67.0,3.0,54.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,482.4,Two-Door Car,Large,0
Washington,4526.52638,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,68.0,20.0,44.0,0.0,7.0,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Medsize,1
Arizona,5635.294733,No,Basic,College,Employed,M,59325.0,Urban,Married,71.0,13.0,75.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Call Center,229.686659,Four-Door Car,Medsize,2
Arizona,8254.698836,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Divorced,115.00000000000001,19.0,60.0,0.0,8.5,Corporate Auto,Corporate L3,Offer1,Agent,552.0,Sports Car,Large,3
Washington,7320.070571,No,Premium,High School or Below,Unemployed,M,0.0,Suburban,Single,112.0,30.0,28.999999999999996,0.0,3.0,Personal Auto,Personal L2,Offer2,Agent,806.4,Two-Door Car,Medsize,0
California,3933.813993,Yes,Basic,High School or Below,Employed,M,25927.0,Suburban,Single,103.0,6.0,20.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,674.973614,SUV,Medsize,0
Arizona,2433.089468,No,Basic,College,Unemployed,M,0.0,Suburban,Divorced,71.0,31.0,79.0,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,493.055291,Four-Door Car,Medsize,2
California,5706.955563,No,Basic,Bachelor,Employed,M,83073.0,Rural,Married,71.0,15.0,46.0,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Call Center,10.42277,Two-Door Car,Medsize,0
Oregon,2585.444463,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Married,73.0,14.0,36.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,350.4,Four-Door Car,Medsize,1
Oregon,2659.70565,Yes,Extended,College,Unemployed,F,0.0,Suburban,Divorced,87.0,4.0,4.0,0.0,1.0,Special Auto,Special L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,1
Arizona,5310.861767,No,Basic,College,Unemployed,F,0.0,Suburban,Married,72.0,17.0,11.0,0.0,3.0,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,1
Arizona,5874.820212,No,Basic,College,Employed,F,35301.0,Rural,Married,74.0,23.0,68.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,128.643975,Four-Door Car,Medsize,1
California,8579.889155,No,Basic,College,Disabled,F,21829.0,Suburban,Divorced,111.00000000000001,6.0,59.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Call Center,532.8,Sports Car,Medsize,3
Washington,8903.966435,No,Premium,Bachelor,Medical Leave,F,15142.0,Suburban,Married,116.0,7.0,5.0,0.0,3.0,Personal Auto,Personal L2,Offer2,Branch,792.609747,Two-Door Car,Small,3
Arizona,8149.769437,No,Basic,Doctor,Unemployed,F,0.0,Suburban,Married,71.0,28.0,76.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Call Center,340.8,Two-Door Car,Medsize,3
Arizona,2570.162134,No,Basic,Bachelor,Employed,M,58497.99999999999,Suburban,Married,67.0,6.0,1.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,2
Nevada,2585.56013,No,Basic,High School or Below,Employed,F,64592.0,Suburban,Married,64.0,12.0,57.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,307.2,Four-Door Car,Medsize,1
California,2844.849804,No,Basic,Bachelor,Employed,M,80306.0,Suburban,Divorced,71.0,11.0,12.0,0.0,1.0,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,0
California,4633.550875,No,Basic,Bachelor,Employed,F,29105.0,Rural,Married,116.99999999999999,28.0,31.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,272.612048,Sports Car,Medsize,3
Arizona,6678.899026,No,Extended,Bachelor,Employed,F,47137.0,Rural,Married,84.0,5.0,11.0,0.0,5.0,Personal Auto,Personal L1,Offer4,Agent,161.640052,Four-Door Car,Medsize,1
Nevada,2222.865016,No,Basic,College,Unemployed,F,0.0,Suburban,Single,62.0,5.0,54.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,446.4,Two-Door Car,Medsize,3
Washington,8522.759016,No,Basic,Doctor,Unemployed,F,0.0,Suburban,Married,109.0,19.0,2.0,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Call Center,723.786607,SUV,Medsize,3
Oregon,16387.34622375,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,100.0,26.999999999999996,57.99999999999999,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,964.2628512499998,SUV,Medsize,3
Washington,3479.260311,No,Extended,College,Employed,F,66711.0,Urban,Married,86.0,25.0,92.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Call Center,366.381387,Two-Door Car,Small,3
Oregon,7851.582939000001,No,Basic,High School or Below,Employed,F,48943.0,Rural,Married,65.0,17.0,50.0,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Web,105.068788,Two-Door Car,Medsize,3
Arizona,2509.508795,No,Basic,Bachelor,Unemployed,F,0.0,Suburban,Single,71.0,20.0,48.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,511.2,Four-Door Car,Small,1
Oregon,2854.26694,No,Basic,High School or Below,Employed,F,34807.0,Suburban,Single,73.0,8.0,90.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,472.043042,Two-Door Car,Small,3
Oregon,8879.790017,Yes,Basic,High School or Below,Employed,F,52583.0,Urban,Single,112.99999999999999,12.0,59.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,528.20086,SUV,Small,3
California,8392.618913,No,Basic,Master,Unemployed,M,0.0,Suburban,Married,111.00000000000001,6.0,51.00000000000001,0.0,4.0,Corporate Auto,Corporate L2,Offer3,Branch,617.396701,Sports Car,Medsize,0
Washington,5279.478432,No,Basic,High School or Below,Employed,F,92589.0,Suburban,Married,65.0,29.0,20.0,0.0,8.5,Personal Auto,Personal L3,Offer4,Call Center,312.0,Four-Door Car,Large,1
Oregon,8272.330818,No,Basic,College,Employed,M,96689.0,Rural,Married,103.0,34.0,80.0,0.0,5.0,Personal Auto,Personal L2,Offer1,Agent,37.802583,Sports Car,Medsize,0
Nevada,7662.429999000001,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,73.0,28.0,19.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Call Center,525.6,Four-Door Car,Medsize,2
California,4899.977003,No,Extended,Doctor,Employed,M,76594.0,Suburban,Married,122.0,26.0,9.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,832.453791,SUV,Medsize,0
Arizona,4508.862933,No,Basic,Bachelor,Employed,M,83777.0,Urban,Married,112.0,18.0,74.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,377.354191,Sports Car,Small,0
Washington,3094.320237,No,Extended,College,Employed,F,20954.0,Suburban,Married,78.0,15.0,27.0,0.0,1.0,Special Auto,Special L1,Offer2,Agent,534.501024,Four-Door Car,Medsize,1
Nevada,4383.150505,No,Basic,Master,Employed,M,84491.0,Rural,Single,110.0,0.0,0.0,0.0,1.0,Personal Auto,Personal L1,Offer4,Agent,156.282093,SUV,Medsize,0
Oregon,2530.705137,Yes,Basic,Bachelor,Employed,F,89451.0,Rural,Single,63.0,11.0,2.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,61.769564,Four-Door Car,Medsize,1
Arizona,8291.659086,No,Basic,High School or Below,Employed,F,85132.0,Urban,Married,106.0,0.0,60.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Web,501.13452399999994,SUV,Medsize,3
Arizona,8164.31273,No,Basic,College,Disabled,M,11193.0,Suburban,Single,114.0,2.0,88.0,0.0,6.0,Personal Auto,Personal L2,Offer2,Agent,820.8,SUV,Small,0
Oregon,2337.35182,No,Basic,High School or Below,Medical Leave,F,28806.0,Suburban,Married,61.0,13.0,90.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,292.8,Four-Door Car,Small,1
Washington,9002.409572,No,Premium,High School or Below,Employed,M,76184.0,Suburban,Married,111.00000000000001,23.0,19.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,Small,0
California,5389.499465,Yes,Extended,College,Employed,M,66429.0,Rural,Married,136.0,35.0,93.0,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Agent,57.712985,Sports Car,Medsize,0
California,2721.585434,No,Basic,High School or Below,Employed,F,43278.0,Suburban,Married,68.0,10.0,10.0,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,326.4,Four-Door Car,Small,1
California,5555.830205,Yes,Basic,Bachelor,Employed,M,74015.0,Suburban,Single,72.0,12.0,61.0,0.0,6.0,Personal Auto,Personal L3,Offer2,Call Center,471.443077,Four-Door Car,Small,2
Nevada,5470.060561,Yes,Extended,Bachelor,Employed,F,54507.0,Suburban,Married,138.0,20.0,11.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,702.990032,SUV,Medsize,3
Oregon,15610.90065,No,Premium,Master,Unemployed,F,0.0,Urban,Married,119.00000000000001,3.0,52.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,439.352186,Four-Door Car,Medsize,1
Arizona,2616.613903,Yes,Basic,College,Employed,M,72302.0,Suburban,Divorced,66.0,6.0,27.0,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,316.8,Two-Door Car,Medsize,0
Oregon,4681.52815,No,Basic,Bachelor,Disabled,F,14606.0,Suburban,Married,72.0,2.0,94.0,0.0,4.0,Personal Auto,Personal L2,Offer3,Call Center,439.772868,Four-Door Car,Medsize,1
Arizona,4890.1093,No,Basic,Master,Unemployed,M,0.0,Suburban,Divorced,68.0,21.0,59.0,0.0,7.0,Personal Auto,Personal L1,Offer1,Branch,689.282166,Four-Door Car,Small,2
Arizona,7457.344801,No,Basic,College,Employed,F,43406.0,Suburban,Married,170.5,6.0,49.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Agent,897.6,Luxury SUV,Medsize,3
Arizona,16387.34622375,No,Basic,Master,Employed,F,60426.0,Rural,Single,62.0,0.0,97.0,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Call Center,133.284622,Two-Door Car,Medsize,3
California,5305.087084,No,Basic,Bachelor,Medical Leave,M,26334.000000000004,Suburban,Single,71.0,9.0,94.0,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize,0
Washington,9470.624437,No,Extended,College,Employed,F,22514.0,Urban,Married,80.0,22.0,96.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,203.469143,Four-Door Car,Medsize,1
Arizona,3548.148767,No,Extended,Doctor,Employed,F,76114.0,Suburban,Married,88.0,6.0,97.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,422.4,Four-Door Car,Medsize,1
Oregon,2451.535793,No,Basic,Bachelor,Employed,M,48791.0,Rural,Married,62.0,26.999999999999996,0.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,69.794432,Two-Door Car,Medsize,0
California,8652.652451,No,Premium,Bachelor,Employed,M,65605.0,Urban,Married,111.00000000000001,2.0,72.0,0.0,7.0,Corporate Auto,Corporate L2,Offer3,Branch,377.781658,Two-Door Car,Medsize,0
Oregon,2535.223185,No,Basic,High School or Below,Employed,F,69259.0,Suburban,Divorced,63.0,3.0,30.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Call Center,362.51794,Four-Door Car,Small,1
Oregon,4314.065657,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,64.0,16.0,42.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Call Center,460.8,Four-Door Car,Small,1
Oregon,6731.050335,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,62.0,0.0,5.0,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Agent,446.4,Four-Door Car,Medsize,1
Oregon,7779.588181,No,Basic,Bachelor,Employed,F,90969.0,Urban,Single,65.0,7.0,22.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,190.751345,Four-Door Car,Medsize,1
Nevada,2805.286098,No,Extended,College,Employed,M,50180.0,Urban,Single,77.0,30.0,93.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,360.499075,Four-Door Car,Medsize,2
Washington,5251.968272,No,Basic,Master,Employed,M,41991.0,Rural,Single,67.0,14.0,75.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Call Center,88.382536,Four-Door Car,Large,2
Arizona,8044.872392999999,Yes,Basic,Bachelor,Employed,M,71391.0,Urban,Married,67.0,29.0,39.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,Medsize,2
California,4250.282624,Yes,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,61.0,17.0,1.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Small,1
Arizona,13891.67638,No,Basic,College,Employed,F,70725.0,Suburban,Divorced,70.0,2.0,0.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,336.0,Four-Door Car,Medsize,1
Oregon,2725.356404,Yes,Basic,Master,Employed,F,36650.0,Rural,Married,69.0,2.0,70.0,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,56.60333,Four-Door Car,Large,1
Washington,4779.893422,No,Basic,High School or Below,Employed,M,54194.0,Rural,Married,119.00000000000001,9.0,90.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,112.268583,SUV,Medsize,0
Oregon,4808.957973,No,Basic,Bachelor,Medical Leave,F,23554.0,Rural,Married,61.0,12.0,17.0,0.0,6.0,Personal Auto,Personal L2,Offer1,Agent,142.459804,Two-Door Car,Medsize,3
Arizona,8658.863813,Yes,Basic,College,Employed,M,62463.99999999999,Urban,Married,109.0,23.0,45.0,0.0,4.0,Corporate Auto,Corporate L3,Offer2,Agent,400.181882,Sports Car,Medsize,0
Oregon,9215.541928,No,Basic,College,Employed,F,71888.0,Suburban,Married,115.00000000000001,14.0,33.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,Small,3
California,5068.426258,No,Basic,College,Employed,M,80846.0,Urban,Single,65.0,9.0,32.0,0.0,8.5,Corporate Auto,Corporate L2,Offer2,Agent,227.183015,Four-Door Car,Medsize,2
Oregon,4879.713235,No,Basic,College,Unemployed,M,0.0,Suburban,Single,67.0,7.0,84.0,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,2
Arizona,13466.92071,Yes,Basic,High School or Below,Disabled,F,11432.0,Suburban,Married,119.00000000000001,11.0,9.0,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small,3
Oregon,13306.18451,No,Premium,College,Employed,F,39017.0,Urban,Married,170.0,10.0,4.0,0.0,3.0,Personal Auto,Personal L3,Offer1,Call Center,592.85751,SUV,Medsize,3
California,7350.182328,No,Basic,Bachelor,Unemployed,M,0.0,Suburban,Single,108.0,7.0,54.0,0.0,4.0,Personal Auto,Personal L3,Offer2,Branch,777.6,Sports Car,Medsize,0
Arizona,4822.436037,No,Basic,Bachelor,Employed,M,73769.0,Rural,Divorced,61.0,24.0,84.0,0.0,6.0,Corporate Auto,Corporate L1,Offer1,Branch,121.65456700000001,Four-Door Car,Medsize,2
Nevada,3135.579831,No,Extended,College,Unemployed,M,0.0,Suburban,Single,91.0,12.0,6.0,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,707.264022,Four-Door Car,Small,2
Oregon,16387.34622375,No,Premium,College,Employed,F,48367.0,Suburban,Married,161.0,10.0,34.0,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,772.8,SUV,Medsize,3
Arizona,2515.411468,No,Basic,College,Employed,M,39718.0,Suburban,Married,65.0,1.0,55.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Web,366.531664,Four-Door Car,Medsize,2
Oregon,7247.495684000001,No,Extended,College,Unemployed,F,0.0,Suburban,Married,96.0,31.0,64.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,460.8,Four-Door Car,Large,1
Oregon,4878.950256,No,Basic,High School or Below,Employed,F,43358.0,Suburban,Married,61.0,2.0,83.0,0.0,6.0,Corporate Auto,Corporate L3,Offer4,Branch,400.294938,Two-Door Car,Small,3
California,2971.919417,No,Extended,Bachelor,Employed,F,83873.0,Urban,Single,76.0,5.0,36.0,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,218.374041,Two-Door Car,Medsize,3
California,11302.60169,No,Extended,Doctor,Employed,F,22361.0,Suburban,Married,95.0,15.0,42.0,0.0,2.0,Personal Auto,Personal L3,Offer4,Agent,530.667993,Four-Door Car,Small,1
California,7996.597066,No,Extended,Bachelor,Employed,F,70061.0,Suburban,Married,99.0,2.0,57.0,0.0,3.0,Corporate Auto,Corporate L2,Offer3,Agent,699.517349,Four-Door Car,Small,1
California,7411.8130550000005,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,73.0,6.0,19.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,525.6,Four-Door Car,Large,2
Arizona,3179.474225,No,Extended,Bachelor,Employed,F,65742.0,Urban,Married,79.0,6.0,0.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,277.360797,Four-Door Car,Medsize,1
Washington,16387.34622375,Yes,Basic,Bachelor,Retired,M,23665.0,Suburban,Married,67.0,19.0,50.0,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,404.817249,Four-Door Car,Medsize,2
California,3774.861293,No,Extended,College,Employed,M,66457.0,Suburban,Married,95.0,2.0,76.0,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,456.0,Four-Door Car,Medsize,2
Arizona,8224.770259,No,Basic,Bachelor,Employed,F,82634.0,Urban,Single,104.0,8.0,74.0,0.0,3.0,Personal Auto,Personal L3,Offer3,Agent,324.097433,SUV,Medsize,3
Oregon,2563.582441,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Married,69.0,11.0,60.0,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Small,1
Oregon,2393.915369,Yes,Basic,College,Unemployed,M,0.0,Suburban,Single,70.0,24.0,10.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,425.266308,Four-Door Car,Medsize,2
Nevada,2453.570794,Yes,Basic,Bachelor,Medical Leave,M,29734.999999999996,Suburban,Single,69.0,3.0,92.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,2
California,5143.878519,No,Basic,College,Employed,M,61417.0,Urban,Married,65.0,6.0,35.0,0.0,7.0,Personal Auto,Personal L3,Offer4,Call Center,206.01822,Two-Door Car,Medsize,0
Oregon,7378.510731999999,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,105.0,3.0,12.0,0.0,4.0,Personal Auto,Personal L3,Offer1,Branch,756.0,SUV,Small,3
California,2574.198807,No,Basic,High School or Below,Employed,M,43846.0,Rural,Married,65.0,16.0,33.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Call Center,125.52458,Four-Door Car,Large,2
Arizona,16387.34622375,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,67.0,33.0,54.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,482.4,Four-Door Car,Medsize,2
Nevada,2430.484375,No,Basic,College,Employed,F,33775.0,Suburban,Married,61.0,24.0,95.0,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,292.8,Two-Door Car,Medsize,3
Oregon,6160.999344,No,Extended,College,Employed,M,96988.0,Suburban,Single,77.0,1.0,60.0,0.0,3.0,Personal Auto,Personal L2,Offer1,Agent,369.6,Two-Door Car,Medsize,0
Arizona,7912.132168,No,Premium,Bachelor,Unemployed,M,0.0,Suburban,Single,114.0,26.0,34.0,0.0,7.0,Personal Auto,Personal L3,Offer1,Branch,820.8,Two-Door Car,Large,0
Oregon,5534.821886,No,Basic,Doctor,Employed,F,81945.0,Rural,Single,68.0,19.0,45.0,0.0,8.5,Personal Auto,Personal L1,Offer1,Call Center,47.451832,Four-Door Car,Small,1
Arizona,2382.672856,No,Basic,Bachelor,Unemployed,F,0.0,Rural,Married,65.0,24.0,47.0,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,27.031485,Four-Door Car,Medsize,1
Nevada,6991.248087,No,Basic,Bachelor,Medical Leave,F,19019.0,Suburban,Married,170.5,7.0,46.0,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,964.2628512499998,Luxury SUV,Medsize,3
Oregon,2885.328202,No,Basic,Bachelor,Employed,F,62579.0,Urban,Married,72.0,33.0,52.99999999999999,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,326.242099,Four-Door Car,Medsize,1
California,16387.34622375,Yes,Premium,High School or Below,Employed,F,46587.0,Suburban,Divorced,119.00000000000001,34.0,74.0,0.0,2.0,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,1
Arizona,2848.564466,No,Extended,Bachelor,Unemployed,F,0.0,Suburban,Single,81.0,26.0,57.99999999999999,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,583.2,Four-Door Car,Medsize,1
Arizona,8123.023295,No,Extended,Bachelor,Unemployed,F,0.0,Suburban,Single,78.0,15.0,47.0,0.0,2.0,Special Auto,Special L1,Offer3,Web,561.6,Four-Door Car,Small,1
Washington,9661.103686,No,Extended,High School or Below,Unemployed,M,0.0,Suburban,Married,135.0,1.0,98.0,0.0,8.5,Corporate Auto,Corporate L1,Offer1,Agent,648.0,SUV,Medsize,0
California,4488.134688,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Single,66.0,1.0,61.0,0.0,8.5,Corporate Auto,Corporate L3,Offer2,Web,758.460636,Four-Door Car,Small,2
California,4561.27302,No,Premium,College,Medical Leave,M,29326.999999999996,Suburban,Married,118.0,26.0,21.0,0.0,1.0,Special Auto,Special L2,Offer1,Agent,627.898468,Four-Door Car,Small,2
Oregon,11546.17372,No,Extended,Master,Employed,M,81081.0,Rural,Married,96.0,32.0,34.0,0.0,2.0,Corporate Auto,Corporate L2,Offer4,Call Center,206.211089,Four-Door Car,Medsize,2
Oregon,3788.814643,No,Basic,High School or Below,Unemployed,F,0.0,Suburban,Single,106.0,26.999999999999996,89.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,763.2,SUV,Medsize,3
Nevada,13502.63148,No,Basic,Master,Employed,M,57222.00000000001,Urban,Married,112.0,3.0,88.0,0.0,2.0,Personal Auto,Personal L2,Offer2,Branch,297.187468,Sports Car,Medsize,0
Arizona,8563.968057,No,Basic,College,Employed,M,91147.0,Rural,Married,107.0,4.0,79.0,0.0,7.0,Personal Auto,Personal L1,Offer3,Agent,50.473675,Sports Car,Small,0
California,2913.475108,No,Basic,High School or Below,Employed,F,76638.0,Suburban,Single,73.0,2.0,55.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Agent,435.189747,Four-Door Car,Small,1
California,7540.584824,No,Basic,Bachelor,Employed,M,29696.999999999996,Rural,Married,64.0,6.0,43.0,0.0,2.0,Personal Auto,Personal L2,Offer3,Agent,147.128736,Four-Door Car,Medsize,2
Arizona,6950.532764,No,Basic,High School or Below,Unemployed,M,0.0,Suburban,Married,61.0,26.999999999999996,90.0,0.0,2.0,Corporate Auto,Corporate L3,Offer3,Call Center,301.402778,Four-Door Car,Medsize,2
Arizona,7255.137771999999,No,Basic,College,Employed,F,67352.0,Urban,Married,170.5,7.0,80.0,0.0,1.0,Personal Auto,Personal L3,Offer3,Branch,560.947563,Luxury Car,Small,1
Oregon,4334.064096,Yes,Extended,Bachelor,Retired,F,23904.0,Suburban,Single,123.00000000000001,1.0,67.0,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,3
Arizona,6307.497245,No,Extended,Bachelor,Unemployed,M,0.0,Suburban,Married,88.0,16.0,28.000000000000004,0.0,7.0,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Small,2
California,5904.847853,No,Basic,Bachelor,Employed,F,89953.0,Urban,Single,74.0,3.0,42.0,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Web,274.165887,Four-Door Car,Medsize,1
